èâä˙à íu	ç≈èIà íu	îΩéÀâÒêî
2.50,1.25	8.98,5.00	5
2.50,1.25	1.41,-0.05	5
2.50,1.25	-0.08,4.21	5
2.50,1.25	1.41,5.01	5
2.50,1.25	8.61,-0.04	5
2.50,1.25	2.75,5.00	5
2.50,1.25	9.90,-0.05	5
2.50,1.25	9.36,5.00	5
2.50,1.25	7.96,5.03	5
2.50,1.25	10.03,3.59	5
2.50,1.25	1.26,-0.04	5
2.50,1.25	9.51,5.03	5
2.50,1.25	1.71,-0.05	5
2.50,1.25	3.47,5.03	5
2.50,1.25	8.30,5.00	5
2.50,1.25	2.68,5.05	5
2.50,1.25	10.03,0.36	5
2.50,1.25	6.71,5.09	5
2.50,1.25	-0.01,0.95	5
2.50,1.25	8.44,-0.01	5
2.50,1.25	1.93,5.00	5
2.50,1.25	-0.08,4.09	5
2.50,1.25	10.03,1.77	5
2.50,1.25	7.17,5.04	5
2.50,1.25	5.60,5.02	5
2.50,1.25	4.47,5.01	5
2.50,1.25	2.78,-0.01	5
2.50,1.25	6.18,5.01	5
2.50,1.25	4.45,5.01	5
2.50,1.25	1.53,-0.05	5
2.50,1.25	0.92,-0.05	5
2.50,1.25	10.05,2.46	5
2.50,1.25	10.00,0.36	5
2.50,1.25	2.40,5.02	5
2.50,1.25	2.62,-0.01	5
2.50,1.25	-0.03,0.30	5
2.50,1.25	1.35,-0.02	5
2.50,1.25	7.44,5.07	5
2.50,1.25	10.02,3.92	5
2.50,1.25	2.87,-0.02	5
2.50,1.25	10.10,0.64	5
2.50,1.25	0.98,5.06	5
2.50,1.25	6.30,-0.02	5
2.50,1.25	5.17,-0.00	5
2.50,1.25	2.69,-0.00	5
2.50,1.25	-0.09,1.58	5
2.50,1.25	0.39,-0.03	5
2.50,1.25	5.84,-0.00	5
2.50,1.25	10.01,2.46	5
2.50,1.25	-0.10,0.06	5
2.50,1.25	3.62,-0.03	5
2.50,1.25	7.40,5.01	5
2.50,1.25	10.04,2.45	5
2.50,1.25	8.30,-0.01	5
2.50,1.25	2.89,-0.02	5
2.50,1.25	8.96,5.00	5
2.50,1.25	3.67,-0.08	5
2.50,1.25	-0.10,1.70	5
2.50,1.25	9.55,5.07	5
2.50,1.25	8.11,5.08	5
2.50,1.25	8.84,-0.02	5
2.50,1.25	10.03,2.17	5
2.50,1.25	10.02,3.65	5
2.50,1.25	10.00,2.90	5
2.50,1.25	7.63,5.06	5
2.50,1.25	10.02,1.72	5
2.50,1.25	1.22,-0.04	5
2.50,1.25	2.85,-0.01	5
2.50,1.25	-0.10,3.33	5
2.50,1.25	8.37,-0.05	5
2.50,1.25	-0.07,4.15	5
2.50,1.25	0.06,5.01	5
2.50,1.25	-0.04,0.53	5
2.50,1.25	10.02,2.75	5
2.50,1.25	3.47,5.00	5
2.50,1.25	7.46,-0.08	5
2.50,1.25	8.72,5.07	5
2.50,1.25	3.46,-0.03	5
2.50,1.25	10.04,4.71	5
2.50,1.25	3.62,-0.05	5
2.50,1.25	8.10,5.03	5
2.50,1.25	-0.06,0.52	5
2.50,1.25	10.01,1.63	5
2.50,1.25	10.02,4.81	5
2.50,1.25	4.89,-0.06	5
2.50,1.25	-0.10,0.06	5
2.50,1.25	10.10,4.21	5
2.50,1.25	-0.06,3.53	5
2.50,1.25	0.47,5.02	5
2.50,1.25	5.94,5.01	5
2.50,1.25	5.69,-0.03	5
2.50,1.25	2.58,-0.00	5
2.50,1.25	4.09,5.00	5
2.50,1.25	7.59,5.00	5
2.50,1.25	6.43,-0.01	5
2.50,1.25	0.60,-0.04	5
2.50,1.25	6.42,-0.03	5
2.50,1.25	7.77,-0.07	5
2.50,1.25	10.08,3.66	5
2.50,1.25	3.29,5.03	5
2.50,1.25	6.70,-0.03	5
2.50,1.25	9.06,5.04	5
2.50,1.25	3.52,-0.09	5
2.50,1.25	6.58,-0.03	5
2.50,1.25	7.61,-0.07	5
2.50,1.25	7.08,5.08	5
2.50,1.25	1.65,-0.01	5
2.50,1.25	7.95,5.04	5
2.50,1.25	-0.07,4.26	5
2.50,1.25	2.98,-0.02	5
2.50,1.25	-0.05,1.41	5
2.50,1.25	-0.08,4.27	5
2.50,1.25	1.33,-0.02	5
2.50,1.25	7.86,5.02	5
2.50,1.25	-0.10,1.90	5
2.50,1.25	2.40,-0.05	5
2.50,1.25	-0.09,1.94	5
2.50,1.25	0.56,-0.01	5
2.50,1.25	9.85,5.08	5
2.50,1.25	6.60,-0.00	5
2.50,1.25	6.29,-0.04	5
2.50,1.25	6.42,5.01	5
2.50,1.25	10.03,0.90	5
2.50,1.25	-0.10,4.74	5
2.50,1.25	4.24,-0.07	5
2.50,1.25	4.87,5.08	5
2.50,1.25	7.80,-0.01	5
2.50,1.25	4.09,-0.05	5
2.50,1.25	4.61,5.04	5
2.50,1.25	-0.09,0.71	5
2.50,1.25	-0.06,2.95	5
2.50,1.25	1.22,-0.03	5
2.50,1.25	10.04,2.58	5
2.50,1.25	2.67,-0.04	5
2.50,1.25	10.06,1.86	5
2.50,1.25	10.10,1.57	5
2.50,1.25	10.03,5.06	6
2.50,1.25	-0.09,4.89	5
2.50,1.25	10.06,4.65	5
2.50,1.25	10.00,0.50	5
2.50,1.25	-0.07,3.25	5
2.50,1.25	2.70,5.00	5
2.50,1.25	5.42,5.03	5
2.50,1.25	-0.09,0.71	5
2.50,1.25	7.98,5.06	5
2.50,1.25	0.79,-0.00	5
2.50,1.25	10.09,0.92	5
2.50,1.25	-0.02,1.11	5
2.50,1.25	7.50,-0.03	5
2.50,1.25	-0.10,3.87	5
2.50,1.25	3.89,5.01	5
2.50,1.25	-0.07,2.74	5
2.50,1.25	2.90,5.01	5
2.50,1.25	1.90,5.01	5
2.50,1.25	10.05,5.06	6
2.50,1.25	1.22,5.04	5
2.50,1.25	6.15,-0.04	5
2.50,1.25	10.07,3.67	5
2.50,1.25	6.67,5.02	5
2.50,1.25	-0.01,4.33	5
2.50,1.25	10.10,0.02	5
2.50,1.25	-0.05,4.49	5
2.50,1.25	-0.03,1.08	5
2.50,1.25	4.45,5.03	5
2.50,1.25	2.85,-0.02	5
2.50,1.25	10.04,2.74	5
2.50,1.25	6.73,-0.01	5
2.50,1.25	5.10,-0.05	5
2.50,1.25	2.49,-0.05	5
2.50,1.25	10.09,0.41	5
2.50,1.25	-0.10,0.27	5
2.50,1.25	9.18,-0.05	5
2.50,1.25	10.03,5.06	6
2.50,1.25	5.70,-0.03	5
2.50,1.25	6.61,5.02	5
2.50,1.25	8.63,5.03	5
2.50,1.25	9.09,5.01	5
2.50,1.25	-0.06,3.37	5
2.50,1.25	5.88,-0.05	5
2.50,1.25	-0.10,0.83	5
2.50,1.25	5.15,5.00	5
2.50,1.25	9.32,-0.02	5
2.50,1.25	3.66,-0.05	5
2.50,1.25	8.26,-0.01	5
2.50,1.25	10.01,3.34	5
2.50,1.25	8.44,-0.01	5
2.50,1.25	-0.05,0.45	5
2.50,1.25	3.12,-0.05	5
2.50,1.25	8.38,5.04	5
2.50,1.25	0.71,5.04	5
2.50,1.25	5.22,5.05	5
2.50,1.25	1.81,5.01	5
2.50,1.25	4.87,-0.06	5
2.50,1.25	9.05,5.09	5
2.50,1.25	8.77,5.06	5
2.50,1.25	8.89,5.07	5
2.50,1.25	7.75,-0.01	5
2.50,1.25	-0.08,0.78	5
2.50,1.25	9.05,-0.03	5
2.50,1.25	-0.07,3.16	5
2.50,1.25	2.39,5.09	5
2.50,1.25	1.03,-0.05	5
2.50,1.25	10.04,1.00	5
2.50,1.25	10.02,4.30	5
2.50,1.25	8.14,-0.00	5
2.50,1.25	-0.07,1.49	5
2.50,1.25	10.02,0.32	5
2.50,1.25	-0.07,2.96	5
2.50,1.25	4.71,5.04	5
2.50,1.25	8.03,5.08	5
2.50,1.25	2.59,-0.02	5
2.50,1.25	3.47,5.01	5
2.50,1.25	10.02,2.82	5
2.50,1.25	7.32,-0.03	5
2.50,1.25	4.12,-0.06	5
2.50,1.25	10.03,1.66	5
2.50,1.25	10.03,3.26	5
2.50,1.25	10.04,4.63	5
2.50,1.25	6.42,-0.02	5
2.50,1.25	1.08,-0.03	5
2.50,1.25	7.27,-0.09	5
2.50,1.25	9.35,-0.02	5
2.50,1.25	-0.06,1.72	5
2.50,1.25	6.25,-0.03	5
2.50,1.25	7.51,-0.02	5
2.50,1.25	-0.06,3.64	5
2.50,1.25	3.95,5.05	5
2.50,1.25	5.12,5.06	5
2.50,1.25	1.77,5.05	5
2.50,1.25	6.30,5.06	5
2.50,1.25	2.33,-0.03	5
2.50,1.25	4.02,5.02	5
2.50,1.25	6.14,5.04	5
2.50,1.25	5.03,5.03	5
2.50,1.25	6.27,5.06	5
2.50,1.25	2.63,-0.00	5
2.50,1.25	7.83,5.01	5
2.50,1.25	-0.05,1.58	5
2.50,1.25	7.29,-0.07	5
2.50,1.25	10.02,1.11	5
2.50,1.25	1.46,5.06	5
2.50,1.25	0.44,5.02	5
2.50,1.25	-0.10,2.74	5
2.50,1.25	0.14,-0.04	5
2.50,1.25	10.04,0.92	5
2.50,1.25	8.10,5.08	5
