èâä˙à íu	ç≈èIà íu	îΩéÀâÒêî
2.50,1.25	5.04,7.00	5
2.50,1.25	-0.02,2.82	5
2.50,1.25	5.03,8.02	5
2.50,1.25	5.10,0.14	5
2.50,1.25	2.11,-0.04	5
2.50,1.25	-0.03,2.82	5
2.50,1.25	5.02,8.69	5
2.50,1.25	-0.03,6.78	5
2.50,1.25	5.10,3.92	5
2.50,1.25	5.01,1.74	5
2.50,1.25	3.13,10.04	5
2.50,1.25	5.06,3.22	5
2.50,1.25	2.97,10.05	5
2.50,1.25	-0.05,1.42	5
2.50,1.25	3.26,-0.05	5
2.50,1.25	-0.04,2.08	5
2.50,1.25	2.91,10.08	5
2.50,1.25	1.29,10.09	5
2.50,1.25	2.17,-0.02	5
2.50,1.25	3.05,10.03	5
2.50,1.25	-0.02,5.91	5
2.50,1.25	5.04,8.61	5
2.50,1.25	5.04,2.63	5
2.50,1.25	5.03,7.58	5
2.50,1.25	-0.05,9.31	5
2.50,1.25	-0.05,5.59	5
2.50,1.25	5.07,9.38	5
2.50,1.25	5.05,5.66	5
2.50,1.25	3.74,10.02	5
2.50,1.25	4.67,-0.03	5
2.50,1.25	-0.08,6.74	5
2.50,1.25	2.10,10.01	5
2.50,1.25	4.18,10.00	5
2.50,1.25	2.42,10.04	5
2.50,1.25	0.72,-0.05	5
2.50,1.25	5.01,9.11	5
2.50,1.25	-0.00,3.88	5
2.50,1.25	-0.07,6.47	5
2.50,1.25	5.06,0.17	5
2.50,1.25	5.07,5.43	5
2.50,1.25	2.21,10.07	5
2.50,1.25	-0.05,2.00	5
2.50,1.25	-0.09,3.29	5
2.50,1.25	1.26,10.00	5
2.50,1.25	-0.02,7.28	5
2.50,1.25	-0.01,7.32	5
2.50,1.25	1.76,10.00	5
2.50,1.25	1.12,10.06	5
2.50,1.25	4.04,10.02	5
2.50,1.25	1.68,10.01	5
2.50,1.25	-0.01,8.53	5
2.50,1.25	5.00,9.90	5
2.50,1.25	2.29,10.03	5
2.50,1.25	-0.01,3.60	5
2.50,1.25	-0.00,1.74	5
2.50,1.25	-0.05,6.02	5
2.50,1.25	0.82,-0.05	5
2.50,1.25	5.09,2.95	5
2.50,1.25	0.71,-0.05	5
2.50,1.25	-0.07,1.34	5
2.50,1.25	1.80,10.04	5
2.50,1.25	-0.06,9.70	5
2.50,1.25	-0.10,0.23	5
2.50,1.25	5.10,1.65	5
2.50,1.25	5.04,3.24	5
2.50,1.25	0.59,-0.06	5
2.50,1.25	5.10,0.76	5
2.50,1.25	-0.00,2.63	5
2.50,1.25	-0.03,9.33	5
2.50,1.25	5.00,3.39	5
2.50,1.25	1.18,10.02	5
2.50,1.25	5.01,1.59	5
2.50,1.25	5.05,9.25	5
2.50,1.25	1.41,-0.04	5
2.50,1.25	-0.00,1.54	5
2.50,1.25	0.03,10.00	5
2.50,1.25	3.02,-0.04	5
2.50,1.25	3.21,10.01	5
2.50,1.25	-0.01,9.96	5
2.50,1.25	-0.04,4.07	5
2.50,1.25	5.07,1.28	5
2.50,1.25	0.46,-0.06	5
2.50,1.25	-0.10,2.69	5
2.50,1.25	-0.04,9.84	5
2.50,1.25	2.13,10.00	5
2.50,1.25	-0.05,9.39	5
2.50,1.25	5.01,5.72	5
2.50,1.25	-0.03,8.81	5
2.50,1.25	2.34,10.05	5
2.50,1.25	-0.07,8.83	5
2.50,1.25	-0.03,6.48	5
2.50,1.25	4.59,10.01	5
2.50,1.25	5.04,5.17	5
2.50,1.25	4.03,10.07	5
2.50,1.25	3.82,10.04	5
2.50,1.25	-0.02,6.41	5
2.50,1.25	5.03,2.97	5
2.50,1.25	-0.08,4.35	5
2.50,1.25	2.33,10.05	5
2.50,1.25	-0.01,6.53	5
2.50,1.25	5.10,1.74	5
2.50,1.25	5.07,4.88	5
2.50,1.25	2.75,-0.04	5
2.50,1.25	5.01,2.19	5
2.50,1.25	5.06,7.30	5
2.50,1.25	-0.09,6.18	5
2.50,1.25	5.01,5.29	5
2.50,1.25	0.76,10.05	5
2.50,1.25	-0.03,7.84	5
2.50,1.25	-0.07,4.70	5
2.50,1.25	1.93,10.06	5
2.50,1.25	5.02,7.29	5
2.50,1.25	-0.02,7.91	5
2.50,1.25	-0.02,0.49	5
2.50,1.25	-0.06,5.13	5
2.50,1.25	0.18,10.04	5
2.50,1.25	3.22,-0.03	5
2.50,1.25	0.00,-0.04	5
2.50,1.25	5.01,3.38	5
2.50,1.25	3.97,10.06	5
2.50,1.25	5.07,4.42	5
2.50,1.25	-0.01,8.61	5
2.50,1.25	-0.01,4.33	5
2.50,1.25	5.04,2.69	5
2.50,1.25	-0.00,9.96	5
2.50,1.25	-0.05,6.03	5
2.50,1.25	1.87,10.04	5
2.50,1.25	-0.04,4.07	5
2.50,1.25	1.66,-0.05	5
2.50,1.25	5.07,4.56	5
2.50,1.25	1.60,10.04	5
2.50,1.25	0.61,10.04	5
2.50,1.25	2.31,-0.07	5
2.50,1.25	-0.03,9.47	5
2.50,1.25	3.97,-0.05	5
2.50,1.25	-0.07,1.71	5
2.50,1.25	3.48,-0.03	5
2.50,1.25	5.01,5.71	5
2.50,1.25	-0.05,8.35	5
2.50,1.25	-0.08,6.29	5
2.50,1.25	-0.05,8.33	5
2.50,1.25	-0.05,2.63	5
2.50,1.25	5.01,5.92	5
2.50,1.25	-0.07,7.98	5
2.50,1.25	5.06,5.25	5
2.50,1.25	5.04,4.07	5
2.50,1.25	5.08,8.15	5
2.50,1.25	5.01,0.31	5
2.50,1.25	-0.02,8.79	5
2.50,1.25	-0.01,7.86	5
2.50,1.25	-0.10,0.45	5
2.50,1.25	-0.02,5.07	5
2.50,1.25	5.01,7.48	5
2.50,1.25	-0.02,7.19	5
2.50,1.25	5.01,8.79	5
2.50,1.25	5.06,8.22	5
2.50,1.25	5.02,1.15	5
2.50,1.25	5.01,7.50	5
2.50,1.25	5.01,5.76	5
2.50,1.25	5.01,8.43	5
2.50,1.25	-0.04,6.94	5
2.50,1.25	5.09,0.00	5
2.50,1.25	4.28,-0.06	5
2.50,1.25	5.08,4.47	5
2.50,1.25	-0.06,5.33	5
2.50,1.25	-0.07,4.71	5
2.50,1.25	5.02,8.81	5
2.50,1.25	5.02,4.13	5
2.50,1.25	0.04,-0.05	5
2.50,1.25	4.76,-0.07	5
2.50,1.25	-0.03,5.17	5
2.50,1.25	1.26,10.08	5
2.50,1.25	3.27,10.06	5
2.50,1.25	3.66,10.05	5
2.50,1.25	5.10,2.17	5
2.50,1.25	3.82,10.05	5
2.50,1.25	5.05,2.98	5
2.50,1.25	5.05,2.98	5
2.50,1.25	4.21,10.05	5
2.50,1.25	0.47,-0.05	5
2.50,1.25	3.32,10.00	5
2.50,1.25	1.73,10.06	5
2.50,1.25	5.03,0.21	5
2.50,1.25	5.02,4.38	5
2.50,1.25	5.01,3.25	5
2.50,1.25	-0.06,8.95	5
2.50,1.25	0.16,-0.05	5
2.50,1.25	-0.06,5.53	5
2.50,1.25	1.40,-0.03	5
2.50,1.25	2.68,10.03	5
2.50,1.25	5.04,6.04	5
2.50,1.25	-0.05,9.11	5
2.50,1.25	5.05,5.73	5
2.50,1.25	4.91,10.02	5
2.50,1.25	3.95,10.01	5
2.50,1.25	-0.03,7.03	5
2.50,1.25	5.05,4.99	5
2.50,1.25	5.06,8.99	5
2.50,1.25	-0.07,4.94	5
2.50,1.25	-0.09,3.60	5
2.50,1.25	-0.06,7.91	5
2.50,1.25	3.59,10.02	5
2.50,1.25	5.03,2.99	5
2.50,1.25	-0.00,5.84	5
2.50,1.25	-0.04,6.07	5
2.50,1.25	3.77,10.00	5
2.50,1.25	1.23,10.06	5
2.50,1.25	5.04,6.99	5
2.50,1.25	0.78,10.01	5
2.50,1.25	3.23,10.03	5
2.50,1.25	-0.06,7.31	5
2.50,1.25	5.06,0.17	5
2.50,1.25	3.43,-0.05	5
2.50,1.25	5.05,3.53	5
2.50,1.25	2.94,-0.01	5
2.50,1.25	3.50,10.01	5
2.50,1.25	-0.03,0.97	5
2.50,1.25	3.55,-0.08	5
2.50,1.25	-0.10,0.27	5
2.50,1.25	-0.01,5.88	5
2.50,1.25	5.05,6.03	5
2.50,1.25	5.03,7.07	5
2.50,1.25	2.16,-0.04	5
2.50,1.25	1.26,10.00	5
2.50,1.25	2.36,10.05	5
2.50,1.25	-0.00,7.86	5
2.50,1.25	-0.02,1.87	5
2.50,1.25	-0.04,4.60	5
2.50,1.25	5.10,0.71	5
2.50,1.25	2.50,-0.01	5
2.50,1.25	4.86,10.07	5
2.50,1.25	1.37,10.08	5
2.50,1.25	-0.02,6.84	5
2.50,1.25	4.64,10.02	5
2.50,1.25	2.33,-0.02	5
2.50,1.25	4.85,-0.05	5
2.50,1.25	2.75,-0.04	5
2.50,1.25	1.38,-0.03	5
2.50,1.25	4.55,10.01	5
2.50,1.25	5.03,7.11	5
2.50,1.25	2.15,10.02	5
2.50,1.25	-0.00,0.95	5
2.50,1.25	-0.08,3.98	5
2.50,1.25	5.01,6.12	5
2.50,1.25	2.01,-0.04	5
2.50,1.25	5.04,4.59	5
