èâä˙à íu	ç≈èIà íu	îΩéÀâÒêî
2.50,2.50	10.02,4.99	5
2.50,2.50	-0.07,4.41	5
2.50,2.50	6.09,-0.02	5
2.50,2.50	9.82,-0.07	5
2.50,2.50	2.39,-0.00	5
2.50,2.50	2.81,5.09	5
2.50,2.50	-0.04,0.53	5
2.50,2.50	8.21,5.02	5
2.50,2.50	7.75,-0.03	5
2.50,2.50	-0.10,1.68	5
2.50,2.50	4.69,-0.09	5
2.50,2.50	1.05,5.09	5
2.50,2.50	5.45,-0.05	5
2.50,2.50	10.01,4.77	5
2.50,2.50	4.54,5.09	5
2.50,2.50	2.60,-0.02	5
2.50,2.50	9.98,-0.03	5
2.50,2.50	10.05,1.06	5
2.50,2.50	4.23,-0.06	5
2.50,2.50	0.93,5.03	5
2.50,2.50	7.62,5.04	5
2.50,2.50	9.31,5.02	5
2.50,2.50	-0.06,2.50	5
2.50,2.50	9.90,5.03	5
2.50,2.50	6.30,5.07	5
2.50,2.50	10.02,1.38	5
2.50,2.50	10.06,2.50	5
2.50,2.50	3.65,5.05	5
2.50,2.50	6.90,5.07	5
2.50,2.50	5.48,-0.06	5
2.50,2.50	6.19,5.02	5
2.50,2.50	9.21,5.04	5
2.50,2.50	7.55,-0.01	5
2.50,2.50	10.04,3.27	5
2.50,2.50	4.99,-0.03	5
2.50,2.50	9.67,5.08	5
2.50,2.50	-0.02,1.17	5
2.50,2.50	2.93,-0.09	5
2.50,2.50	0.02,5.09	5
2.50,2.50	10.02,0.03	5
2.50,2.50	5.16,5.04	5
2.50,2.50	10.09,1.95	5
2.50,2.50	4.17,-0.07	5
2.50,2.50	7.43,-0.01	5
2.50,2.50	6.03,5.04	5
2.50,2.50	10.01,4.51	5
2.50,2.50	1.66,5.10	5
2.50,2.50	4.06,5.09	5
2.50,2.50	2.33,5.02	5
2.50,2.50	8.27,-0.07	5
2.50,2.50	2.75,-0.02	5
2.50,2.50	9.65,5.06	5
2.50,2.50	3.97,5.04	5
2.50,2.50	10.02,2.50	5
2.50,2.50	7.99,5.06	5
2.50,2.50	6.68,-0.01	5
2.50,2.50	9.81,-0.00	5
2.50,2.50	4.08,5.01	5
2.50,2.50	2.44,-0.10	5
2.50,2.50	10.03,3.16	5
2.50,2.50	8.49,-0.01	5
2.50,2.50	-0.08,2.09	5
2.50,2.50	-0.09,3.99	5
2.50,2.50	-0.06,3.80	5
2.50,2.50	1.66,5.00	5
2.50,2.50	4.89,5.02	5
2.50,2.50	7.69,-0.04	5
2.50,2.50	0.27,5.07	5
2.50,2.50	4.16,5.03	5
2.50,2.50	10.04,4.65	5
2.50,2.50	10.09,3.32	5
2.50,2.50	10.00,1.37	5
2.50,2.50	-0.01,3.56	5
2.50,2.50	10.02,3.35	5
2.50,2.50	5.46,-0.07	5
2.50,2.50	9.22,-0.06	5
2.50,2.50	7.95,5.05	5
2.50,2.50	10.02,1.75	5
2.50,2.50	0.93,-0.02	5
2.50,2.50	8.18,-0.07	5
2.50,2.50	7.30,5.04	5
2.50,2.50	7.63,-0.01	5
2.50,2.50	0.22,-0.05	5
2.50,2.50	-0.05,4.80	5
2.50,2.50	6.41,5.06	5
2.50,2.50	-0.03,1.05	5
2.50,2.50	10.07,4.44	5
2.50,2.50	0.47,-0.06	5
2.50,2.50	5.67,5.04	5
2.50,2.50	-0.07,2.18	5
2.50,2.50	-0.10,0.45	5
2.50,2.50	10.03,4.59	5
2.50,2.50	10.06,4.12	5
2.50,2.50	1.67,5.03	5
2.50,2.50	8.90,-0.02	5
2.50,2.50	-0.01,1.80	5
2.50,2.50	0.62,-0.09	5
2.50,2.50	9.89,5.03	5
2.50,2.50	-0.00,2.40	5
2.50,2.50	10.06,2.73	5
2.50,2.50	10.05,3.95	5
2.50,2.50	4.05,5.03	5
2.50,2.50	6.00,5.02	5
2.50,2.50	2.21,-0.00	5
2.50,2.50	-0.03,1.03	5
2.50,2.50	10.05,2.17	5
2.50,2.50	1.00,5.09	5
2.50,2.50	-0.09,0.77	5
2.50,2.50	9.18,5.03	5
2.50,2.50	-0.07,3.32	5
2.50,2.50	4.15,-0.09	5
2.50,2.50	5.44,-0.06	5
2.50,2.50	8.35,-0.08	5
2.50,2.50	10.03,0.99	5
2.50,2.50	3.67,-0.10	5
2.50,2.50	-0.09,0.12	5
2.50,2.50	-0.01,1.01	5
2.50,2.50	7.30,5.04	5
2.50,2.50	6.49,5.06	5
2.50,2.50	9.73,-0.08	5
2.50,2.50	1.71,5.03	5
2.50,2.50	10.07,4.72	5
2.50,2.50	6.72,5.07	5
2.50,2.50	2.67,5.02	5
2.50,2.50	6.22,5.01	5
2.50,2.50	7.82,5.03	5
2.50,2.50	-0.05,4.68	5
2.50,2.50	4.26,5.02	5
2.50,2.50	-0.05,2.75	5
2.50,2.50	5.36,5.07	5
2.50,2.50	-0.03,0.08	5
2.50,2.50	10.02,2.57	5
2.50,2.50	-0.01,2.70	5
2.50,2.50	9.91,5.08	5
2.50,2.50	3.72,-0.05	5
2.50,2.50	6.98,-0.05	5
2.50,2.50	7.29,5.00	5
2.50,2.50	3.96,5.09	5
2.50,2.50	1.70,5.03	5
2.50,2.50	8.41,-0.02	5
2.50,2.50	6.09,5.02	5
2.50,2.50	-0.08,1.96	5
2.50,2.50	3.07,-0.07	5
2.50,2.50	5.99,-0.06	5
2.50,2.50	-0.02,0.91	5
2.50,2.50	6.54,5.06	5
2.50,2.50	10.07,4.59	5
2.50,2.50	2.87,5.09	5
2.50,2.50	8.05,-0.06	5
2.50,2.50	10.08,3.95	5
2.50,2.50	-0.09,4.52	5
2.50,2.50	10.10,3.57	5
2.50,2.50	1.32,-0.10	5
2.50,2.50	6.56,-0.06	5
2.50,2.50	0.47,-0.00	5
2.50,2.50	7.13,5.05	5
2.50,2.50	7.46,-0.04	5
2.50,2.50	7.69,-0.04	5
2.50,2.50	5.48,-0.05	5
2.50,2.50	10.03,1.87	5
2.50,2.50	-0.10,0.82	5
2.50,2.50	4.06,-0.06	5
2.50,2.50	10.04,4.20	5
2.50,2.50	-0.06,0.45	5
2.50,2.50	0.92,-0.01	5
2.50,2.50	6.52,5.02	5
2.50,2.50	5.23,-0.08	5
2.50,2.50	3.96,-0.01	5
2.50,2.50	10.03,1.48	5
2.50,2.50	-0.06,0.21	5
2.50,2.50	10.05,0.95	5
2.50,2.50	-0.05,1.20	5
2.50,2.50	6.93,5.05	5
2.50,2.50	10.03,3.86	5
2.50,2.50	10.04,1.06	5
2.50,2.50	-0.02,-0.07	6
2.50,2.50	4.62,-0.01	5
2.50,2.50	-0.10,2.39	5
2.50,2.50	-0.10,3.39	5
2.50,2.50	2.69,-0.10	5
2.50,2.50	2.53,-0.10	5
2.50,2.50	10.09,3.20	5
2.50,2.50	-0.07,3.43	5
2.50,2.50	5.83,5.03	5
2.50,2.50	10.04,4.31	5
2.50,2.50	10.03,2.30	5
2.50,2.50	-0.04,3.09	5
2.50,2.50	-0.09,1.46	5
2.50,2.50	10.01,4.93	5
2.50,2.50	10.03,4.43	5
2.50,2.50	5.37,-0.06	5
2.50,2.50	4.35,-0.09	5
2.50,2.50	10.01,1.14	5
2.50,2.50	0.59,5.09	5
2.50,2.50	-0.07,1.69	5
2.50,2.50	10.06,1.11	5
2.50,2.50	-0.06,2.50	5
2.50,2.50	10.01,4.51	5
2.50,2.50	9.89,5.07	5
2.50,2.50	10.03,1.26	5
2.50,2.50	2.85,-0.10	5
2.50,2.50	-0.01,3.29	5
2.50,2.50	6.02,5.07	5
2.50,2.50	-0.01,2.69	5
2.50,2.50	10.00,1.59	5
2.50,2.50	-0.00,3.99	5
2.50,2.50	1.92,-0.10	5
2.50,2.50	9.11,-0.03	5
2.50,2.50	-0.01,3.17	5
2.50,2.50	5.00,-0.02	5
2.50,2.50	1.13,-0.10	5
2.50,2.50	-0.01,3.89	5
2.50,2.50	-0.01,2.50	5
2.50,2.50	9.09,-0.00	5
2.50,2.50	7.06,-0.05	5
2.50,2.50	3.34,5.07	5
2.50,2.50	10.04,4.19	5
2.50,2.50	0.05,-0.09	5
2.50,2.50	8.56,-0.06	5
2.50,2.50	4.37,5.01	5
2.50,2.50	10.00,3.06	5
2.50,2.50	5.13,-0.01	5
2.50,2.50	-0.09,3.80	5
2.50,2.50	1.60,-0.10	5
2.50,2.50	10.04,1.06	5
2.50,2.50	10.02,0.14	5
2.50,2.50	3.62,5.01	5
2.50,2.50	3.72,5.10	5
2.50,2.50	9.90,5.03	5
2.50,2.50	10.04,2.70	5
2.50,2.50	7.71,-0.00	5
2.50,2.50	-0.05,0.13	5
2.50,2.50	4.46,-0.01	5
2.50,2.50	10.10,3.71	5
2.50,2.50	6.10,-0.01	5
2.50,2.50	4.06,5.01	5
2.50,2.50	10.07,-0.07	5
2.50,2.50	9.88,5.04	5
2.50,2.50	10.06,0.69	5
2.50,2.50	3.66,-0.06	5
2.50,2.50	10.02,3.62	5
2.50,2.50	5.30,5.07	5
2.50,2.50	3.60,-0.10	5
2.50,2.50	10.05,4.45	5
2.50,2.50	-0.08,0.80	5
2.50,2.50	0.94,5.00	5
